Infinitive	First Conjugation	Second Conjugation
zatęchać	zatęcham	zatęcha
zatęchnąć	zatęchnę	zatęchnie
zatępić	zatępię	zatępi
zatęskniać	zatęskniam	zatęsknia
zatęsknić	zatęsknię	zatęskni
zatęsknieć	zatęsknieję	zatęsknieje
zatętnić	zatętnię	zatętni
zatętnieć	zatętnię	zatętni
zatężać	zatężam	zatęża
zatężyć	zatężę	zatęży
zatkać	zatkam	zatka
zatknąć	zatknę	zatknie
zatleć	zatleję	zatleje
zatlić	zatlę	zatli
zatłaczać	zatłaczam	zatłacza
zatłamsić	zatłamszę	zatłamsi
zatłoczyć	zatłoczę	zatłoczy
zatłuc	zatłukę	zatłucze
zatłumiać	zatłumiam	zatłumia
zatłumić	zatłumię	zatłumi
zatłuszczać	zatłuszczam	zatłuszcza
zatłuścić	zatłuszczę	zatłuści
zatoczyć	zatoczę	zatoczy
zatokować	zatokuję	zatokuje
zatomizować	zatomizuję	zatomizuje
zatonąć	zatonę	zatonie
zatopić	zatopię	zatopi
zatorfić	zatorfię	zatorfi
zatowarzyszyć	zatowarzyszę	zatowarzyszy
zatracać	zatracam	zatraca
zatracić	zatracę	zatraci
zatradować	zatraduję	zatraduje
zatrajkotać	zatrajkoczę	zatrajkota
zatrajlować	zatrajluję	zatrajluje
zatrapić	zatrapię	zatrapi
zatratować	zatratuję	zatratuje
zatratowywać	zatratowuję	zatratowuje
zatrąbić	zatrąbię	zatrąbi
zatrącać	zatrącam	zatrąca
zatrącić	zatrącę	zatrąci
zatriumfować	zatriumfuję	zatriumfuje
zatroskać	zatroskam	zatroska
zatroszczyć	zatroszczę	zatroszczy
zatruć	zatruję	zatruje
zatrudniać	zatrudniam	zatrudnia
zatrudnić	zatrudnię	zatrudni
zatrudzać	zatrudzam	zatrudza
zatrudzić	zatrudzę	zatrudzi
zatruwać	zatruwam	zatruwa
zatrważać	zatrważam	zatrważa
zatrwożyć	zatrwożę	zatrwoży
zatryumfować	zatryumfuję	zatryumfuje
zatrzaskać	zatrzaskam	zatrzaska
zatrzaskiwać	zatrzaskuję	zatrzaskuje
zatrzasnąć	zatrzasnę	zatrzaśnie
zatrząsać	zatrząsam	zatrząsa
zatrząsnąć	zatrząsnę	zatrząśnie
zatrząść	zatrzęsę	zatrzęsie
zatrzeć	zatrę	zatrze
zatrzepać	zatrzepię	zatrzepie
zatrzepotać	zatrzepoczę	zatrzepoce
zatrzepywać	zatrzepuję	zatrzepuje
zatrzeszczeć	zatrzeszczę	zatrzeszczy
zatrzymać	zatrzymam	zatrzyma
zatrzymywać	zatrzymuję	zatrzymuje
zatuczać	zatuczam	zatucza
zatuczyć	zatuczę	zatuczy
zatulać	zatulam	zatula
zatulić	zatulę	zatuli
zatułać	zatułam	zatuła
zatumaniać	zatumaniam	zatumania
zatumanić	zatumanię	zatumani
zatupać	zatupię	zatupie
zatupotać	zatupoczę	zatupocze
zatuptać	zatupczę	zatupcze
zatupywać	zatupuję	zatupuje
zaturbować	zaturbuję	zaturbuje
zaturkać	zaturkam	zaturka
zaturkotać	zaturkocę	zaturkoce
zatuszować	zatuszuję	zatuszuje
zatuszowywać	zatuszowuję	zatuszowuje
zatwardzać	zatwardzam	zatwardza
zatwardzić	zatwardzę	zatwardzi
zatwardzieć	zatwardzieję	zatwardzieje
zatwierdzać	zatwierdzam	zatwierdza
zatwierdzić	zatwierdzę	zatwierdzi
zatworzyć	zatworzę	zatworzy
zatyć	zatyję	zatyje
zatykać	zatykam	zatyka
zatykotać	zatykocę	zatykoce
zatynkować	zatynkuję	zatynkuje
zatyrać	zatyram	zatyra
zatytułować	zatytułuję	zatytułuje
zatywać	zatywam	zatywa
zaufać	zaufam	zaufa
zaumierać	zaumieram	zaumiera
zaumrzeć	zaumrę	zaumrze
zauroczyć	zauroczę	zauroczy
zautomatyzować	zautomatyzuję	zautomatyzuje
zautonomizować	zautonomizuję	zautonomizuje
zautoryzować	zautoryzuję	zautoryzuje
zauważać	zauważam	zauważa
zauważyć	zauważę	zauważy
zawabiać	zawabiam	zawabia
zawabić	zawabię	zawabi
zawachlować	zawachluję	zawachluje
zawadiaczyć	zawadiaczę	zawadiaczy
zawadniać	zawadniam	zawadnia
zawadzać	zawadzam	zawadza
zawadzić	zawadzę	zawadzi
zawagonować	zawagonuję	zawagonuje
zawahać	zawaham	zawaha
zawakować	zawakuję	zawakuje
zawalać	zawalam	zawala
zawalcować	zawalcuję	zawalcuje
zawalcowywać	zawalcowuję	zawalcowuje
zawalczyć	zawalczę	zawalczy
zawalić	zawalę	zawali
zawałować	zawałuję	zawałuje
zawarcholić	zawarcholę	zawarcholi
zawarczeć	zawarczę	zawarczy
zawarkotać	zawarkoczę	zawarkocze
zawarować	zawaruję	zawaruje
zawarowywać	zawarowuję	zawarowuje
zawarunkować	zawarunkuję	zawarunkuje
zawarzać	zawarzam	zawarza
zawarzyć	zawarzę	zawarzy
zawaśnić	zawaśnię	zawaśni
zaważać	zaważam	zaważa
zaważyć	zaważę	zaważy
zawąchać	zawącham	zawącha
zawdziać	zawdzieję	zawdzieje
zawdziewać	zawdziewam	zawdziewa
zawdzięczać	zawdzięczam	zawdzięcza
zawdzięczyć	zawdzięczę	zawdzięczy
zawekować	zawekuję	zawekuje
zawerbować	zawerbuję	zawerbuje
zawerniksować	zawerniksuję	zawerniksuje
zawerniksowywać	zawerniksowuję	zawerniksowuje
zawetować	zawetuję	zawetuje
zawezwać	zawezwę	zawezwie
zawędrować	zawędruję	zawędruje
zawędrowywać	zawędrowuję	zawędrowuje
zawędzać	zawędzam	zawędza
zawędzić	zawędzę	zawędzi
zawęszać	zawęszam	zawęsza
zawęszyć	zawęszę	zawęszy
zawęzić	zawężę	zawęzi
zawęźlać	zawęźlam	zawęźla
zawęźlić	zawęźlę	zawęźli
zawężać	zawężam	zawęża
zawiać	zawieję	zawieje
zawiadamiać	zawiadamiam	zawiadamia
zawiadomić	zawiadomię	zawiadomi
zawiadować	zawiaduję	zawiaduje
zawiadywać	zawiaduję	zawiaduje
zawiązać	zawiążę	zawiąże
zawiąznąć	zawiąznę	zawiąźnie
zawiązywać	zawiązuję	zawiązuje
zawibrować	zawibruję	zawibruje
zawichrzać	zawichrzam	zawichrza
zawichrzyć	zawichrzę	zawichrzy
zawić	zawiję	zawije
zawideofonować	zawideofonuję	zawideofonuje
zawidnieć	zawidnieję	zawidnieje
zawidywać	zawiduję	zawiduje
zawidzieć	zawidzę	zawidzi
zawiekować	zawiekuję	zawiekuje
zawierać	zawieram	zawiera
zawiercić	zawiercę	zawierci
zawieruszać	zawieruszam	zawierusza
zawieruszyć	zawieruszę	zawieruszy
zawierzać	zawierzam	zawierza
zawierzyć	zawierzę	zawierzy
zawierzytelnić	zawierzytelnię	zawierzytelni
zawiesić	zawieszę	zawiesi
zawieszać	zawieszam	zawiesza
zawieść	zawiodę	zawiedzie
zawietrzać	zawietrzam	zawietrza
zawietrzyć	zawietrzę	zawietrzy
zawiewać	zawiewam	zawiewa
zawieźć	zawiozę	zawiezie
zawiędnąć	zawiędnę	zawiędnie
zawięzywać	zawięzuję	zawięzuje
zawijać	zawijam	zawija
zawiklać	zawiklam	zawikla
zawiklić	zawiklę	zawikli
zawikłać	zawikłam	zawikła
zawikływać	zawikłuję	zawikłuje
zawilgacać	zawilgacam	zawilgaca
zawilgnąć	zawilgnę	zawilgnie
zawilgocić	zawilgocę	zawilgoci
zawilgotnieć	zawilgotnieję	zawilgotnieje
zawinąć	zawinę	zawinie
zawiniać	zawiniam	zawinia
zawinić	zawinię	zawini
zawinkulować	zawinkuluję	zawinkuluje
zawinszować	zawinszuję	zawinszuje
zawionąć	zawionę	zawionie
zawiośnieć	zawiośnieję	zawiośnieje
zawirować	zawiruję	zawiruje
zawirowywać	zawirowuję	zawirowuje
zawirusować	zawirusuję	zawirusuje
zawirusowywać	zawirusowuję	zawirusowuje
zawisać	zawisam	zawisa
zawisieć	zawiszę	zawisi
zawisnąć	zawisnę	zawiśnie
zawistować	zawistuję	zawistuje
zawiścić	zawiszczę	zawiści
zawitać	zawitam	zawita
zawizować	zawizuję	zawizuje
zawlec	zawlekę	zawlecze
zawlekać	zawlekam	zawleka
zawładnąć	zawładnę	zawładnie
zawłaszczać	zawłaszczam	zawłaszcza
zawłaszczyć	zawłaszczę	zawłaszczy
zawłóczyć	zawłóczę	zawłóczy
zawłókować	zawłókuję	zawłókuje
zawnioskować	zawnioskuję	zawnioskuje
zawoalować	zawoaluję	zawoaluje
zawodniczyć	zawodniczę	zawodniczy
zawodnić	zawodnię	zawodni
zawodzić	zawodzę	zawodzi
zawojować	zawojuję	zawojuje
zawojowywać	zawojowuję	zawojowuje
zawokować	zawokuję	zawokuje
zawołać	zawołam	zawoła
zawołczyć	zawołczę	zawołczy
zawonić	zawonię	zawoni
zawonieć	zawonieję	zawonieje
zawoskować	zawoskuję	zawoskuje
zawoskowywać	zawoskowuję	zawoskowuje
zawotować	zawotuję	zawotuje
zawozić	zawożę	zawozi
zawracać	zawracam	zawraca
zawrócić	zawrócę	zawróci
zawróżyć	zawróżę	zawróży
zawrzasnąć	zawrzasnę	zawrzaśnie
zawrzeć	zawrę	zawrze
zawrzeszczeć	zawrzeszczę	zawrzeszczy
zawstydzać	zawstydzam	zawstydza
zawstydzić	zawstydzę	zawstydzi
zawszawić	zawszawię	zawszawi
zawszyć	zawszę	zawszy
zawściągać	zawściągam	zawściąga
zawściągnąć	zawściągnę	zawściągnie
zawścieknąć	zawściekę	zawścieknie
zawściekać	zawściekam	zawścieka
zawtórować	zawtóruję	zawtóruje
zawtórzać	zawtórzam	zawtórza
zawtórzyć	zawtórzę	zawtórzy
zawulkanizować	zawulkanizuję	zawulkanizuje
zawyć	zawyję	zawyje
zawyrokować	zawyrokuję	zawyrokuje
zawywać	zawywam	zawywa
zawyżać	zawyżam	zawyża
zawyżyć	zawyżę	zawyży
zawziąć	zawezmę	zaweźmie
zawzinać	zawzinam	zawzina
zazbroić	zazbroję	zazbroi
zazdrościć	zazdroszczę	zazdrości
zazębiać	zazębiam	zazębia
zazębić	zazębię	zazębi
zazgrzytać	zazgrzytam	zazgrzyta
zazgrzytnąć	zazgrzytnę	zazgrzytnie
zaziajać	zaziaję	zaziaja
zazieleniać	zazieleniam	zazielenia
zazielenić	zazielenię	zazieleni
zazielenieć	zazielenieję	zazielenieje
zazierać	zazieram	zaziera
zaziębiać	zaziębiam	zaziębia
zaziębić	zaziębię	zaziębi
zazimować	zazimuję	zazimuje
zazłocić	zazłocę	zazłoci
zaznaczać	zaznaczam	zaznacza
zaznaczyć	zaznaczę	zaznaczy
zaznać	zaznam	zazna
zaznajamiać	zaznajamiam	zaznajamia
zaznajomić	zaznajomię	zaznajomi
zaznamionować	zaznamionuję	zaznamionuje
zaznawać	zaznaję	zaznaje
zazorzyć	zazorzę	zazorzy
zazwiastować	zazwiastuję	zazwiastuje
zaźgać	zaźgam	zaźga
zażalić	zażalę	zażali
zażartować	zażartuję	zażartuje
zażąć	zażnę	zażnie
zażądać	zażądam	zażąda
zażec	zażegnę	zażegnie
zażegać	zażegam	zażega
zażegnać	zażegnam	zażegna
zażegnywać	zażegnuję	zażegnuje
zażenować	zażenuję	zażenuje
zażerać	zażeram	zażera
zażgać	zażgam	zażga
zażgnąć	zażgnę	zażgnie
zażółcać	zażółcam	zażółca
zażółcić	zażółcę	zażółci
zażreć	zażrę	zażre
zażyczyć	zażyczę	zażyczy
zażyć	zażyję	zażyje
zażydzać	zażydzam	zażydza
zażydzić	zażydzę	zażydzi
zażynać	zażynam	zażyna
zażyrować	zażyruję	zażyruje
zażywać	zażywam	zażywa
zażywiać	zażywiam	zażywia
zażywiczać	zażywiczam	zażywicza
zażywiczyć	zażywiczę	zażywiczy
zażywić	zażywię	zażywi
zażyznić	zażyznię	zażyzni
zażyźnić	zażyźnię	zażyźni
ząbkować	ząbkuję	ząbkuje
zbabieć	zbabieję	zbabieje
zbabrać	zbabram	zbabra
zbaczać	zbaczam	zbacza
zbadać	zbadam	zbada
zbadywać	zbaduję	zbaduje
zbagatelizować	zbagatelizuję	zbagatelizuje
zbajać	zbaję	zbaje
zbajerować	zbajeruję	zbajeruje
zbajtlować	zbajtluję	zbajtluje
zbakierować	zbakieruję	zbakieruje
zbalangować	zbalanguję	zbalanguje
zbalansować	zbalansuję	zbalansuje
zbałamucić	zbałamucę	zbałamuci
zbałkanizować	zbałkanizuję	zbałkanizuje
zbałwanić	zbałwanię	zbałwani
zbałwanieć	zbałwanieję	zbałwanieje
zbanalizować	zbanalizuję	zbanalizuje
zbankrutować	zbankrutuję	zbankrutuje
zbanować	zbanuję	zbanuje
zbańczyć	zbańczę	zbańczy
zbaranieć	zbaranieję	zbaranieje
zbarbaryzować	zbarbaryzuję	zbarbaryzuje
zbarczyć	zbarczę	zbarczy
zbarłożyć	zbarłożę	zbarłoży
zbatogować	zbatoguję	zbatoguje
zbatożyć	zbatożę	zbatoży
zbawełnić	zbawełnię	zbawełni
zbawiać	zbawiam	zbawia
zbawić	zbawię	zbawi
zbazgrać	zbazgram	zbazgrze
zbeczeć	zbeczę	zbeczy
zbeletryzować	zbeletryzuję	zbeletryzuje
zbelować	zbeluję	zbeluje
zbełtać	zbełtam	zbełta
zberczeć	zberczę	zberczy
zbestwić	zbestwię	zbestwi
zbesztać	zbesztam	zbeszta
zbezczeszczać	zbezczeszczam	zbezczeszcza
zbezcześcić	zbezczeszczę	zbezcześci
zbezecnić	zbezecnię	zbezecni
zbezeczcić	zbezeczczę	zbezeczci
zbezeczczać	zbezeczczam	zbezeczcza
zbezsilnić	zbezsilnię	zbezsilni
zbezsilnieć	zbezsilnieję	zbezsilnieje
zbezwładniać	zbezwładniam	zbezwładnia
zbezwładnić	zbezwładnię	zbezwładni
zbębnić	zbębnię	zbębni
zbękarcić	zbękarcę	zbękarci
zbękarcieć	zbękarcieję	zbękarcieje
zbić	zbiję	zbije
zbiegnąć	zbiegnę	zbiegnie
zbiednić	zbiednię	zbiedni
zbiednieć	zbiednieję	zbiednieje
zbiedzić	zbiedzę	zbiedzi
zbiegać	zbiegam	zbiega
zbieleć	zbieleję	zbieleje
zbielicować	zbielicuję	zbielicuje
zbielić	zbielę	zbieli
zbierać	zbieram	zbiera
zbierywać	zbierywam	zbierywa
zbiesić	zbieszę	zbiesi
zbieżeć	zbieżę	zbieży
zbigować	zbiguję	zbiguje
zbijać	zbijam	zbija
zbilansować	zbilansuję	zbilansuje
zbindować	zbinduję	zbinduje
zbisić	zbiszę	zbisi
zbisurmanić	zbisurmanię	zbisurmani
zbisurmanieć	zbisurmanieję	zbisurmanieje
zbiurokratycznieć	zbiurokratycznieję	zbiurokratycznieje
zbiurokratyzować	zbiurokratyzuję	zbiurokratyzuje
zbladnąć	zbladnę	zbladnie
zblajtlować	zblajtluję	zblajtluje
zblaknąć	zblaknę	zblaknie
zblakować	zblakuję	zblakuje
zblamować	zblamuję	zblamuje
zblanszować	zblanszuję	zblanszuje
zblatować	zblatuję	zblatuje
zblazować	zblazuję	zblazuje
zblednąć	zblednę	zblednie
zblednieć	zblednieję	zblednieje
zbledzić	zbledzę	zbledzi
zbliznowacieć	zbliznowacieję	zbliznowacieje
zbliżać	zbliżam	zbliża
zbliżyć	zbliżę	zbliży
zblokować	zblokuję	zblokuje
zbluzgać	zbluzgam	zbluzga
zbluzować	zbluzuję	zbluzuje
zbluźnić	zbluźnię	zbluźni
zbłagać	zbłagam	zbłaga
zbłaznować	zbłaznuję	zbłaznuje
zbłaźniać	zbłaźniam	zbłaźnia
zbłaźnić	zbłaźnię	zbłaźni
zbłądzić	zbłądzę	zbłądzi
zbłąkać	zbłąkam	zbłąka
zbłąkiwać	zbłąkuję	zbłąkuje
zbłękitnić	zbłękitnię	zbłękitni
zbłękitnieć	zbłękitnieję	zbłękitnieje
zbłocić	zbłocę	zbłoci
zbłotnieć	zbłotnieję	zbłotnieje
zbobrować	zbobruję	zbobruje
zboczyć	zboczę	zboczy
zbogacać	zbogacam	zbogaca
zbogacić	zbogacę	zbogaci
zbojkotować	zbojkotuję	zbojkotuje
zbolszewiczeć	zbolszewiczeję	zbolszewiczeje
zbolszewizować	zbolszewizuję	zbolszewizuje
zbombardować	zbombarduję	zbombarduje
zbonifikować	zbonifikuję	zbonifikuje
zborgować	zborguję	zborguje
zborsuczeć	zborsuczeję	zborsuczeje
zborsuczyć	zborsuczę	zborsuczy
zbość	zbodę	zbodzie
zbójnikować	zbójnikuję	zbójnikuje
zbójować	zbójuję	zbójuje
zbóstwić	zbóstwię	zbóstwi
zbóść	zbodę	zbodzie
zbracić	zbracę	zbraci
zbradziażyć	zbradziażę	zbradziaży
zbrakować	zbrakuję	zbrakuje
zbraniać	zbraniam	zbrania
zbratać	zbratam	zbrata
zbrązowić	zbrązowię	zbrązowi
zbrązowieć	zbrązowieję	zbrązowieje
zbrechać	zbreszę	zbresze
zbrechtać	zbrechtam	zbrechta
zbroczyć	zbroczę	zbroczy
zbrodzić	zbrodzę	zbrodzi
zbroić	zbroję	zbroi
zbronić	zbronię	zbroni
zbronować	zbronuję	zbronuje
zbroszurować	zbroszuruję	zbroszuruje
zbrudnieć	zbrudnieję	zbrudnieje
zbrudzić	zbrudzę	zbrudzi
zbrukać	zbrukam	zbruka
zbrunatnieć	zbrunatnieję	zbrunatnieje
zbrutalizować	zbrutalizuję	zbrutalizuje
zbruzdować	zbruzduję	zbruzduje
zbruździć	zbrużdżę	zbruździ
zbrykać	zbrykam	zbryka
zbrykietować	zbrykietuję	zbrykietuje
zbrylać	zbrylam	zbryla
zbrylantować	zbrylantuję	zbrylantuje
zbrylić	zbrylę	zbryli
zbryzgać	zbryżdżę	zbryżdże
zbryzgiwać	zbryzguję	zbryzguje
zbrzęknąć	zbrzęknę	zbrzęknie
zbrzydnąć	zbrzydnę	zbrzydnie
zbrzydzać	zbrzydzam	zbrzydza
zbrzydzić	zbrzydzę	zbrzydzi
zbublowacieć	zbublowacieję	zbublowacieje
zbuchtować	zbuchtuję	zbuchtuje
zbudować	zbuduję	zbuduje
zbudzać	zbudzam	zbudza
zbudzić	zbudzę	zbudzi
zbuforować	zbuforuję	zbuforuje
zbujać	zbujam	zbuja
zbulwersować	zbulwersuję	zbulwersuje
zbułgaryzować	zbułgaryzuję	zbułgaryzuje
zbuntować	zbuntuję	zbuntuje
zburczeć	zburczę	zburczy
zburzeć	zburzeję	zburzeje
zburzyć	zburzę	zburzy
zburżuazyjnieć	zburżuazyjnieję	zburżuazyjnieje
zbutwieć	zbutwieję	zbutwieje
zbuzować	zbuzuję	zbuzuje
zbyć	zbędę	zbędzie
zbydlać	zbydlam	zbydla
zbydlęcać	zbydlęcam	zbydlęca
zbydlęcić	zbydlęcę	zbydlęci
zbydlęcieć	zbydlęcieję	zbydlęcieje
zbyrczeć	zbyrczę	zbyrczy
zbyrkać	zbyrkam	zbyrka
zbyrknąć	zbyrknę	zbyrknie
zbytkować	zbytkuję	zbytkuje
zbywać	zbywam	zbywa
zbzikować	zbzikuję	zbzikuje
zdać	zdam	zda
zdajać	zdajam	zdaja
zdarzać	zdarzam	zdarza
zdarzyć	zdarzę	zdarzy
zdawać	zdaję	zdaje
zdawnieć	zdawnieję	zdawnieje
zdąć	zedmę	zedmie
zdąsać	zdąsam	zdąsa
zdążać	zdążam	zdąża
zdążyć	zdążę	zdąży
zdeaktualizować	zdeaktualizuję	zdeaktualizuje
zdebankować	zdebankuję	zdebankuje
zdebilitować	zdebilituję	zdebilituje
zdecentralizować	zdecentralizuję	zdecentralizuje
zdechnąć	zdechnę	zdechnie
zdechrystianizować	zdechrystianizuję	zdechrystianizuje
zdecydować	zdecyduję	zdecyduje
zdefasonować	zdefasonuję	zdefasonuje
zdefektować	zdefektuję	zdefektuje
zdefigurować	zdefiguruję	zdefiguruje
zdefiniować	zdefiniuję	zdefiniuje
zdeflagmować	zdeflagmuję	zdeflagmuje
zdeflorować	zdefloruję	zdefloruje
zdeformować	zdeformuję	zdeformuje
zdefraudować	zdefrauduję	zdefrauduje
zdegenerować	zdegeneruję	zdegeneruje
zdeglomerować	zdeglomeruję	zdeglomeruje
zdegradować	zdegraduję	zdegraduje
zdegrengolować	zdegrengoluję	zdegrengoluje
zdegustować	zdegustuję	zdegustuje
zdehumanizować	zdehumanizuję	zdehumanizuje
zdejmać	zdejmam	zdejma
zdejmikować	zdejmikuję	zdejmikuje
zdejmować	zdejmuję	zdejmuje
zdejonizować	zdejonizuję	zdejonizuje
zdekantować	zdekantuję	zdekantuje
zdekapitalizować	zdekapitalizuję	zdekapitalizuje
zdekapitować	zdekapituję	zdekapituje
zdekartelizować	zdekartelizuję	zdekartelizuje
zdekatyzować	zdekatyzuję	zdekatyzuje
zdeklarować	zdeklaruję	zdeklaruje
zdeklasować	zdeklasuję	zdeklasuje
zdekodować	zdekoduję	zdekoduje
zdekodyfikować	zdekodyfikuję	zdekodyfikuje
zdekokować	zdekokuję	zdekokuje
zdekolonizować	zdekolonizuję	zdekolonizuje
zdekompletować	zdekompletuję	zdekompletuje
zdekomponować	zdekomponuję	zdekomponuje
zdekompresować	zdekompresuję	zdekompresuje
zdekomunizować	zdekomunizuję	zdekomunizuje
zdekoncentrować	zdekoncentruję	zdekoncentruje
zdekoncertować	zdekoncertuję	zdekoncertuje
zdekonspirować	zdekonspiruję	zdekonspiruje
zdekonstruować	zdekonstruuję	zdekonstruuje
zdekurażować	zdekurażuję	zdekurażuje
zdekwalifikować	zdekwalifikuję	zdekwalifikuje
zdelabializować	zdelabializuję	zdelabializuje
zdelegalizować	zdelegalizuję	zdelegalizuje
zdelikatnieć	zdelikatnieję	zdelikatnieje
zdemaskować	zdemaskuję	zdemaskuje
zdematerializować	zdematerializuję	zdematerializuje
zdementować	zdementuję	zdementuje
zdemilitaryzować	zdemilitaryzuję	zdemilitaryzuje
zdemineralizować	zdemineralizuję	zdemineralizuje
zdemistyfikować	zdemistyfikuję	zdemistyfikuje
zdemitologizować	zdemitologizuję	zdemitologizuje
zdemobilizować	zdemobilizuję	zdemobilizuje
zdemokratyzować	zdemokratyzuję	zdemokratyzuje
zdemolować	zdemoluję	zdemoluje
zdemonizować	zdemonizuję	zdemonizuje
zdemonopolizować	zdemonopolizuję	zdemonopolizuje
zdemontować	zdemontuję	zdemontuje
zdemoralizować	zdemoralizuję	zdemoralizuje
zdemotywować	zdemotywuję	zdemotywuje
zdenacjonalizować	zdenacjonalizuję	zdenacjonalizuje
zdenacyfikować	zdenacyfikuję	zdenacyfikuje
zdenaturalizować	zdenaturalizuję	zdenaturalizuje
zdenazalizować	zdenazalizuję	zdenazalizuje
zdenazyfikować	zdenazyfikuję	zdenazyfikuje
zdenerwować	zdenerwuję	zdenerwuje
zdenominować	zdenominuję	zdenominuje
zdepalatalizować	zdepalatalizuję	zdepalatalizuje
zdepersonalizować	zdepersonalizuję	zdepersonalizuje
zdepersonifikować	zdepersonifikuję	zdepersonifikuje
zdepilować	zdepiluję	zdepiluje
zdeplasować	zdeplasuję	zdeplasuje
zdepolaryzować	zdepolaryzuję	zdepolaryzuje
zdepolityzować	zdepolityzuję	zdepolityzuje
zdepolonizować	zdepolonizuję	zdepolonizuje
zdeponować	zdeponuję	zdeponuje
zdepopularyzować	zdepopularyzuję	zdepopularyzuje
zdeprawować	zdeprawuję	zdeprawuje
zdeprecjonować	zdeprecjonuję	zdeprecjonuje
zdeprymować	zdeprymuję	zdeprymuje
zdeptać	zdepcę	zdepce
zdeptywać	zdeptuję	zdeptuje
zderatyzować	zderatyzuję	zderatyzuje
zderegulować	zdereguluję	zdereguluje
zderutować	zderutuję	zderutuje
zderzać	zderzam	zderza
zderzyć	zderzę	zderzy
zdesakralizować	zdesakralizuję	zdesakralizuje
zdesowietyzować	zdesowietyzuję	zdesowietyzuje
zdesperować	zdesperuję	zdesperuje
zdestabilizować	zdestabilizuję	zdestabilizuje
zdestalinizować	zdestalinizuję	zdestalinizuje
zdestandaryzować	zdestandaryzuję	zdestandaryzuje
zdestruować	zdestruuję	zdestruuje
zdeszyfrować	zdeszyfruję	zdeszyfruje
zdeterminować	zdeterminuję	zdeterminuje
zdetonować	zdetonuję	zdetonuje
zdetronizować	zdetronizuję	zdetronizuje
zdewaloryzować	zdewaloryzuję	zdewaloryzuje
zdewaluować	zdewaluuję	zdewaluuje
zdewastować	zdewastuję	zdewastuje
zdezaktualizować	zdezaktualizuję	zdezaktualizuje
zdezaktywować	zdezaktywuję	zdezaktywuje
zdezawuować	zdezawuuję	zdezawuuje
zdezelować	zdezeluję	zdezeluje
zdezerterować	zdezerteruję	zdezerteruje
zdezintegrować	zdezintegruję	zdezintegruje
zdezodoryzować	zdezodoryzuję	zdezodoryzuje
zdezolować	zdezoluję	zdezoluje
zdezorganizować	zdezorganizuję	zdezorganizuje
zdezorientować	zdezorientuję	zdezorientuje
zdezynfekować	zdezynfekuję	zdezynfekuje
zdezynsekować	zdezynsekuję	zdezynsekuje
zdezyntegrować	zdezyntegruję	zdezyntegruje
zdębiać	zdębiam	zdębia
zdębić	zdębię	zdębi
zdębieć	zdębieję	zdębieje
zdiablić	zdiablę	zdiabli
zdiafragmować	zdiafragmuję	zdiafragmuje
zdiagnozować	zdiagnozuję	zdiagnozuje
zdigitalizować	zdigitalizuję	zdigitalizuje
zdjąć	zdejmę	zdejmie
zdławić	zdławię	zdławi
zdłużać	zdłużam	zdłuża
zdłużyć	zdłużę	zdłuży
zdmuchać	zdmucham	zdmucha
zdmuchiwać	zdmuchuję	zdmuchuje
zdmuchnąć	zdmuchnę	zdmuchnie
zdobić	zdobię	zdobi
zdobyć	zdobędę	zdobędzie
zdobywać	zdobywam	zdobywa
zdogmatyzować	zdogmatyzuję	zdogmatyzuje
zdoić	zdoję	zdoi
zdokumentować	zdokumentuję	zdokumentuje
zdoleć	zdoleję	zdoleje
zdolić	zdolę	zdoli
zdołać	zdołam	zdoła
zdołować	zdołuję	zdołuje
zdominować	zdominuję	zdominuje
zdopingować	zdopinguję	zdopinguje
zdostojnieć	zdostojnieję	zdostojnieje
zdowcipnieć	zdowcipnieję	zdowcipnieje
zdrabniać	zdrabniam	zdrabnia
zdrabować	zdrabuję	zdrabuje
zdradzać	zdradzam	zdradza
zdradzić	zdradzę	zdradzi
zdramatyzować	zdramatyzuję	zdramatyzuje
zdrapać	zdrapię	zdrapie
zdrapywać	zdrapuję	zdrapuje
zdrażać	zdrażam	zdraża
zdrenować	zdrenuję	zdrenuje
zdrenowywać	zdrenowuję	zdrenowuje
zdrewnieć	zdrewnieję	zdrewnieje
zdręczyć	zdręczę	zdręczy
zdrętwieć	zdrętwieję	zdrętwieje
